uid;type;language;title;size;country;newspaper;issue;pages;nb_pages;relevance;year;is_on_front;date;persons_mentioned;locations_mentioned;content;access_right;content_provider;is_content_available;collections;[total:137,available:200]
EXP-1967-08-11-a-i0260;;fr;L'équipe suisse à l'entraînement;110;CH;EXP;EXP-1967-08-11-a;14;1;0.0;1967;False;1967-08-11T00:00:00Z;Peter Baumgartner, directeur technique|Urs Weber;;L'équipe suisse à l'entraînement Dès demain à Zermatt Les membres du cadre olympique suisse pour les épreuves alpines ont été convoqués pour un camps d'entrainement d'une semaine qui _délmtera demain à Zermatt. L'entraînement aura lieu dans la région du Plateau Rosa alors que les coureurs seront logés au Schwarzsec. Le camp sera dirigé personnellement par Peter Baumgartner, directeur technique, qui sera assisté de Urs Weber pour les questions de préparation physique. La Fédération suisse de ski fait remarquer que la mise sur pied de ce cam, p d'entrainement a été grandement facilitée par la compréhension de l'Office du tourisme de Zermatt ainsi que par la direction des hôtels du Sohwarzsee. ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1968-01-06-a-i0455;;fr;Chute d'une cabine à Cervinia : un tué;127;CH;EXP;EXP-1968-01-06-a;20;1;0.0;1968;False;1968-01-06T00:00:00Z;président Johnson;Japon|Japon;"Chute d'une cabine à Cervinia : un tué CERVINIA (Italie) (AP). — A la suite de la rupture d'un câble, l'une des cabines du téléphérique reliant la station de la « Cime Blanche » à 2900 mètres d'altitude, au plateau Rosa, vesant italien dn Mont-Rose, à 3500 m, a fait vendredi une chute de 80 mètres ; l'un des employés a été tué. Le téléphérique était arrêté depuis plusieurs jours pour réparations. C'est durant un essai que le câble s'est rompu. Relèvement du taux d'escompte au Japon TOKIO (AFP). — A la suite des mesures prises par le président Johnson pour redresser la balance américaine des paiements, la banque du Japon a annoncé hier un relèvement du taux de l'escompte, qui passe de 5,840 à 6,205 %. ";OpenPrivate;SNL;y;local-IIV_6APb-lINcCl8z,local-IIV_6APb-4hURA0iX,local-YaqV7H-D-iTDpRyOa;
EXP-1969-12-05-a-i0481;;fr;;64;CH;EXP;EXP-1969-12-05-a;35;1;0.0;1969;False;1969-12-05T00:00:00Z;jeune Italien Claudio De Tassis;;De Tassis se fracture une jambe Le jeune Italien Claudio De Tassis (23 ans) s'est fracturé la jambe droite au cours d'une séance d'entraînement sur le plateau Rosa _, à Cervinia. De Tassis, qui descendait très vite en direction de Plan Maison, a violemment heurté une pierre qui dépassait du sol et est tombé. Le jeune skieur en aura pour plus de deux mois. ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1970-07-15-a-i0249;;fr;ENCORE PLUS VITE;78;CH;EXP;EXP-1970-07-15-a;13;1;0.0;1970;False;1970-07-15T00:00:00Z;Japonais Masaru Morishata|Masaru Morishata|Masaru Nishi|Bruno Alberti|Kalevi Hakkinen|Franz Schaller;;"ENCORE PLUS VITE Le record du monde de vitesse a ski a été à nouveau battu, sur le Plateau Rosa, par le Japonais Masaru Morishata, qui a réussi cette fois une vitesse de 183 km 392. Les résultats de mardi : 1. Masaru Morishata (Pap) 183,392 (nouveau record ); 2. Masaru Nishi (Jap) 182,741 ; 3. Bruno Alberti (It) 182,648 ; 4. Kalevi Hakkinen (Fin) 182,370 ; 5. Satochi Shimizu (Jap) 180.180 ; 6. Franz Schaller (Aut) 180,00. ";OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1971-06-25-a-i0360;;fr;SPORTS VWBfm;275;CH;EXP;EXP-1971-06-25-a;19;1;0.0;1971;False;1971-06-25T00:00:00Z;Anatole Verlan|Youri Issa'knv;Rostov|Rostov|Russie|Roman|Autriche|Nuremberg|Egypte|Koweït|Espagne;"SPORTS _VWBfm ATHLÉTISME 9 A Rostov, Anatole Verlan a réalisé la meilleure performance mondiale de l'année sur 3000 mètres obstacles en signant 8'25 "" 4. Verlan était surtout connu jusqu'ici comme un coureur de 1500 mètres, où il avait déjà fait 3'43 "" 8 cette saison. # A Rostov sur Don, où se déroule la Spartakiadc de la République fédérative de Russie, le sauteur à In perche Youri Issa'knv a franchi 5 m 36, cc qui constitue le nouveau record d'URSS. Cet hiver, en salle, Issakov avait réussi S m 35. CYCLISME •1, 'Aiitrichicn Roman _Humcmbcrgcr, vainqueur du Tour d'Autriche amateur, a été victime d'une grave accident pendant une séance d'entraînement dans les Dolomites. Humcnbcrgcr a fait une chute dans la descente du col de Pordoj-Joch. Le champion souffre de contusions et blessures à la tête et au genou et il a été hospitalisé à Agordo (Tyrol du Sud). FOOTBALL # L'ancien international yougoslave Boba Mihailovic a pris ses fonctions de nouvel entraîneur de l'équipe de division régionale allemande du FC Nuremberg. Mihailovic, âgé de 50 ans, a joué 23 fois dans la sélection nationale yougoslave de 1938 à 1957, avant d'occuper des postes d'entraîneur successivement à Belgrade, en Egypte, à Muenstcr et an Koweït. # L'Espagne présentera sa candidature à l'UEFA pour organiser la finale de In prochaine coupe d'Europe des vainqueurs de coupe 1971-72. SKI 9 Le traditionnel « kilomètre lancé ¦> aura lieu, du 12 au 17 juillet, sur les pentes ouest du petit Cervin sur le plateau Rosa, Le record mondial de la spécialité est détenu depuis l'an dernier par le Japonais Moroshita Masam, à la moyenne de 183 km 9392. ";OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1971-07-17-a-i0330;;fr;Des courses de ski... à vous donner le grand frisson au-dessus de Zerm[...];452;CH;EXP;EXP-1971-07-17-a;19;1;0.0;1971;False;1971-07-17T00:00:00Z;Les Japonais;Japon|Italie|Japon|Autriche|Italie|Finlande;Des courses de ski... à vous donner le grand frisson au-dessus de Zermatt Le kilomètre lancé à 183 km 392 à l'heure ! De notre correspondant : Vous allez croire que l'on exagère et pourtant c'est à près de 200 km à l'heure que certains skieurs venus du Japon et d'ailleurs dévalent ces jours dans une course internationale du « kilomètre lancé > les pistes dominant Zermatt. Pour l'instant, les records plafonnent à 180 km. Mais certains Japonais notamment les frères Masa-ru entendent faire mieux encore. Notons que, depuis quelques années, la compétition connue sous le nom de « kilomètre lancé > prend sans cesse plus d'importance. Cette' manifestation est organisée par le Ski-club de Zermatt et le Ski-club Cervino de la station de Cervinia en Italie. Les courses se déroulent sur territoire suisse, à la frontière italosuisse, près du plat-eau Rosa. Une piste spéciale a été aménagée sur une pente vertigineuse pour un skieur ordinaire puisqu'elle atteint par endroit 48 degrés. Les coureurs prennent leur départ du contrefort du « Petit-Cervin » pour finir leur course sur le plateau Rosa. La piste est absolument recliligne et la neige est surveillée de près par les spécialistes venus de divers pays. DU MONDE ENTIER Ce « kilomètre lancé » est convoité ces jours à Zermatt par toute une brochette de champions venus du Japon, d'Autriche, d'Italie, de Finlande, etc. La piste est inspectée à chaque descente pour supprimer le moindre trou, la moindre bosse qui pourrait provoquer un drame. Notons qu'une année, par la vitesse atteinte, un skieur fut littéralement déchiqueté et trouva la mort dans sa course vertigineuse. A COUPER LE SOUFFLE Vendredi, de nouvelles éliminations sont intervenues. Il reste à l'aube du week-end encore vingt-deux coureurs en piste. Ce sont tous de véritables « cassecous ». Tous les coureurs sont équipés d'une façon spéciale afin de résister aux pressions que provoquent des pointes de plus de 180 km / heure. Tous, bien entendu, sont casqués et sont enveloppés dans des combinaisons aérodynamiques spécialement étudiées pour ce genre de compétition, combinaisons comprenant quatre couches de matière différente. Les souliers sont spéciaux, de même que les skis qui pèsent trois fois plus que les skis ordinaires. Ces skis ont une longueur maximale de 2 m 40. La piste doit être ni verglacée ni trop molle. — Je pense, nous a déclaré un spécialiste, que sur une piste verglacée, nous pourrions dépasser les 200 km à l'heure. Mais ce serait vraiment trop risqué en cas de chute. Le record absolu est détenu actuellement par le Japonais Morishita Masaru avec 183,392 kmlheure. Les Japonais sont des spécialistes de ce genre de compétition. M. F. Un concurrent japonais au cours de sa folle descente. (Avipress-M. F.) ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1973-05-09-a-i0007;;fr;Nouvelle tragédie en Valais : deux skieurs tués à Zermatt;411;CH;EXP;EXP-1973-05-09-a;1;1;0.0;1973;True;1973-05-09T00:00:00Z;;Viège|Viège|Italien|Suisse|Italien|FRANCE;Nouvelle tragédie en Valais : deux skieurs tués à Zermatt Quatre sauveteurs ont été blessés (De notre correspondant) Drame de la montagne hier à Zermatt. Deux skieurs faisaient une traversée à plus de 3500 mètres d'altitude dans le secteur du plateau Rosa et du petit Mont-Cervin. Soudain, les deux hommes basculèrent dans une crevasse profonde d'une trentaine de mètres. L'alerte fut donnée à Zermatt. On envoya sur place un groupe de sauveteurs montés sur une chenillette des neiges. Cet engin s'approchait de l'endroit de la tragédie lorsque, soudain, le glacier s'effondra sous lui. Tous les sauveteurs basculèrent à leur tour dans la crevasse avec leur lourd engin. Celui-ci se trouva alors à une 'profondeur de 25 à 40 mètres. Les deux premiers skieurs que l'on voulait sauver sont morts. Quant aux sauveteurs, parmi lesquels se trouve un médecin, ils sont tous blessés. Pour le second sauvetage, on alerta les pilotes d'Air-Zermatt qui se rendirent sur place avec un hélicoptère et réussirent à extraire de la crevasse les quatre hommes. Ceux-ci ont été hospitalisés dans divers établissements, notamment à Viège. On tente maintenant d'arracher au glacier les deux morts. DES DÉTAILS Selon les renseignements obtenus dans la soirée à Zermatt, les deux skieurs morts seraient deux étrangers, mais leur identité n'était pas encore connue en fin d'aprèsmidi. Les deux hommes faisaient une traversée qui n'avait rien de très extraordinaire et qui fut faite déjà maintes fois. Cependant, les conditions de cette année sont assez spéciales, car les ponts de neige sont fragiles. Les quatre sauveteurs n'étaient pas des professionnels du sauvetage, mais des volontaires trouvés sur place. On crut un instant qu'il y avait un mort parmi eux. Il n'en était rien. Tous les quatre ont été sauvés. Trois ont été descendus à Viège par hélicoptère et le quatrième, un Italien, transporté directement à Cervinia par un autre appareil d'Air-Zermatt. On se demande à Zermatt comment l'on pourra retirer du gouffre la « Ratrac ». Pour l'instant, les sauveteurs professionnels tentent de retirer les deux victimes de la crevasse. On apprend, d'autre part, qu'aucun des blessés n'est en danger de mort. VALAISAN GRIÈVEMENT BLESSÉ Les trois hommes hospitalisés en Suisse sont un Italien, un Autrichien et un Valaisan. Les deux étrangers sont hors de danger. Par contre, le Valaisan, M. Aufdenblatten, de Zermatt, qui pilotait la chenillette, est dans un état si grave qu'il a été conduit à l'hôpital de ITsIe à Berne par hélicoptère. Il a le crâne fracturé. Manuel FRANCE ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1973-08-09-a-i0364;;fr;près de Zermatt : 1 mort et 1. blessés;429;CH;EXP;EXP-1973-08-09-a;19;1;0.0;1973;False;1973-08-09T00:00:00Z;M. Renzo Bocca|M. Renzo Bocca|Timothy Cordon-Birell|Marc Birrel|Mlle Daly Sana|Marie-Thérèse Harn|Walter Muller|M. Rcnz Bocea|Fritz Fehlmann|Mario Henzen|Fritz Fehlmann|Mario Henzen;Viège|Bruxelles|Viège|Baden;"près de Zermatt : 1 mort et 1. blessés De notre correspondant : (c) Mercredi une chenillette des neiges, plus communément appelée « ratrack » transportait sur le Plateau Rosa à quelque 3000 mètres d'altitude au-dessus de Zermatt une quinzaine de personnes. L'engin était conduit par M. Renzo Bocca, de Viège. Plusieurs étrangers dont des enfants étaient transportés par cette chenillette. DRAME Soudain, comme on l'a appris dans la soirée, l'engin a basculé dans un trou non pas recouvert de neige mais bel et bien visible. Le pilote avait été trahi par la déclivité du glacier. En voulant faire une marche-arrière, l'engin s'est soudain mis en mouvement, a glissé sur une trentaine de mètres puis s'est retourné complètement, écrasant une partie des occupants en terminant sa course folle dans un trou de cinq mètres de profondeur. Plusieurs occupants ont réussi à sauter loin de l'engin, d'autres y restant prisonniers. Un jeune Belge de 14 ans, Timothy Cordon-Birell, dont les parents sont domiciliés à Bruxelles, est mort dans l'accident. Le jeune Belge a été tué sous les yeux de plusieurs membres de sa famille, lesquels d'ailleurs sont grièvement blessés. C'est le cas notamment de Jean et de Marc Birrel, tous deux transportés à la clinique de Zermatt. Il s'agit des frères du jeune Timothy, décédé. On a d'autre part transporté à l'hôpital de Berne dans un état très grave une jeune Parisienne de 16 ans, Mlle Daly Sana. D'autre part l'hélicoptère d'Air-Zcrmatt a ramené à Viège quatre autres personnes dans un état également grave. Il s'agit pour la plupart de touristes étrangers dont l'identité n'est que partielle : Marie-Thérèse Harn, Walter Muller, Cinia Moye tout comme le pilote M. Rcnz Bocea. M. F. Trois évasions à Thorberg BERNE, (ATS). — Trois prisonniers de l'établissement pénitentiaire de Thorberg se sont évadés hier vers 8 h 30. Il s'agit de Fritz Fehlmann, 26 ans, manœuvre, de Boniswil (AG), Edmund-Rolf Keller, 26 ans, imprimeur, de Baden (AG) et Mario Henzen, 22 ans, manœuvre, de Blatten (VS). La police cantonale bernoise prie la population de lui communiquer tous renseignements concernant ces trois évadés, les recherches de la police étant restées vaines. Signalements : Fritz Fehlmann : stature moyenne, 175 cm, longs cheveux brunfoncé, plusieurs cicatrices de brûlures de cigarettes sur les avant-bras, tatouages sur l'avant-bras gauche (cœur avec flèche), parle dialecte zuricois, est brutal ; Mario Henzen : stature élancée, 178 cm, cheveux blond-foncé rasés, oreille gauche percée, tatouages sur les avant-bras et sur la main gauche, parle dialecte bâlois. Peut être violent. Les trois évadés ont certainement tenté do trouver des habits civils. ";OpenPrivate;SNL;y;local-IIV_6APb-9HmuXSpY,local-YaqV7H-D-iTDpRyOa;
EXP-1973-08-17-a-i0229;;fr;W fait chaud sur les glaciers !;62;CH;EXP;EXP-1973-08-17-a;11;1;0.0;1973;False;1973-08-17T00:00:00Z;;;W fait chaud sur les glaciers ! ZERMATT, (ATS). — En raison du beau temps et de la chaleur qui ont régné ces derniers jours, il n'est plus possible, à Zermatt, d'atteindre de la station, les champs de ski praticables normalement en été. Entre le Trochener-Steg et le petit Cervin (plateau Rosa), le glacier du Thêodule est presque entièrement libre de neige. ;OpenPrivate;SNL;y;local-IIV_6APb-9HmuXSpY,local-YaqV7H-D-iTDpRyOa;
EXP-1974-07-09-a-i0106;;fr;A plus de 150 km / heure, un skieur de Fleurier se tue uu-dessus de Ze[...];300;CH;EXP;EXP-1974-07-09-a;6;1;0.0;1974;False;1974-07-09T00:00:00Z;M. Jean-Marc Béguelin;;A plus de 150 km / heure, un skieur de Fleurier se tue uu-dessus de _Zermutt (Téléphoto AP) Un skieur neuchàtelois a connu hier une fin tragique sur la piste du Plateau Rosa à plus de 3500 m d'altitude au-dessus de Zermatt où se déroulent actuellement les essais en vue de battre le record du monde à ski au kilomètre lancé. Hier, donc vers 11 h, un skieur du Val-de-Travers, M. Jean-Marc Béguelin, 26 ans, domicilié rue du Temple 18 à Fleurier, fonçait sur la pi » c balisée. Soudain le malheureux qui avait la tête baissée, « presque entre les jambes » dit un témoin, heurta un fanion de bordure. Il se redressa aussitôt mais il était trop tard. Il fit, ensuite, une faute d'écart en heurtant une petite fosse creusée dans la neige pour consolider les appareils de mensuration à cellule électronique. M. Béguelin fut projeté à plusieurs dizaines de mètres, énuqué et tué sur le coup. On ne sait pas exactement à quelle vitesse il fonçait à cet instant, peutêtre à quelque 150 km / heure. II faut rappeler que la piste du kilomètre lancé est rectiligne, très bien balisée, large à souhait. Elle a quelque 40 m de large. Il est pratiquement impossible de sortir de piste à moins vraiment de ne plus la regarder comme cela s'est produit hier. On pense que M. Béguelin, excellent skieur et dont la fin tragique a jeté la consternation à Zermatt, n'avait pas assez l'habitude de ce genre de compétitions. Un appareil d'Air-Zermatt, envoyé sur place par la GASS a descendu le corps à la station tandis que l'on avertissait la famille. Le skieur est sorti à droite de la piste. Il s'est rendu compte de son balisage, se redressa mais l'aspérité du terrain, hors piste, l'a finalement trahi. ;OpenPrivate;SNL;y;local-IIV_6APb-lINcCl8z,local-YaqV7H-D-iTDpRyOa;
EXP-1974-07-10-a-i0118;;fr;LE JEUNE FLEURISAN VICTIME D'UN MALAISE ?;223;CH;EXP;EXP-1974-07-10-a;6;1;0.0;1974;False;1974-07-10T00:00:00Z;Jean-Marc Béguelin;;LE JEUNE FLEURISAN VICTIME D'UN MALAISE ? Le drame du « kilomètre lancé » Hier, à Zermatt, les organisateurs des compétitions du « kilomètre lancé » ont visionné le film de la descente du jeune Neuchâtelois Jean-Marc Béguelin, de Fleurier, qui, on le sait, a perdu la vie dans l'accident qui marqua sa tentative. La mort l'a surpris à quelque 130 km / h alors que le jeune skieur venait de quitter la piste. UNE CHUTE D'UNE VINGTAINE DE MÈTRES Selon les personnes qui ont vu ce film, tout laisse supposer que le jeune homme a été victime d'un malaise ou d'une perte momentanée de conscience. En effet, le skieur qui était de taille à affronter les premières épreuves prévues, aurait pu, semble-t-il, en temps normal retrouver son équilibre même après être sorti de la piste. « A voir le film, nous dit-on à Zermatt, on peut croire qu'il a eu un malaise. En effet, le skieur n'a eu aucun réflexe, aucune tentative de rétablissement d'équilibre après être sorti de la piste et avoir sauté sur deux petites bosses situées près des appareils de mensuration. U a fait ensuite une chute d'une vingtaine de mètre et s'est brisé la nuque. » Malgré ce drame qui a Jeté la consternation parmi les personnes qui se trouvaient au plateau-Rosa les compétitions se sont poursuivies hier. ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1974-07-11-a-i0152;;fr;La femme du champion du monde interdit à son mari de courir;359;CH;EXP;EXP-1974-07-11-a;9;1;0.0;1974;False;1974-07-11T00:00:00Z;Jean-Marc Béguelin|Italien Pino Nelle|M. Toni Aufdenblatten|Alessandro Casse;Italien|Italien|Suisse;La femme du champion du monde interdit à son mari de courir Les courses effarantes du kilomètre lancé De notre correspondant : Malgré l'accident qui coûta la vie au skieur neuchâtelois Jean-Marc Béguelin qui avait atteint des vitesses de plus de 150 km / h lors des essais, l'étrange affrontement, des « bolides du ski » se poursuit au Plateau-Rosa à plus de 3000 m au-dessus de Zermatt. Mercredi on a enregistré de nouvelles performances. En effet, l'Italien Pino Nelle, de Cervinia, lors des ultimes essais avant l'affrontement a atteint la vitesse de 164 km / h. Selon les organisateurs, tout laisse supposer que l'Italien en s'élançant du sommet de la piste jeudi devrait pouvoir atteindre des vitesses de l'ordre de 180 voire 185 km / h. — Nous allons au devant d'une toute grande journée, nous a déclaré hier soir M. Toni Aufdenblatten. Jamais la piste du Plateau-Rosa n'a été aussi glissante que cette année depuis que ces compétitions existent. Jamais les coureurs ne sont descendus aussi vite lors des essais précédant l'ultime affrontement. J'ai bien l'impression que le record d'Alessandro Casse soit battu jeudi avant midi ». On sait que Casse détient ce record avec la vitesse de 182 km 200 à l'heure. M. Aufdenblatten nous a confirmé hier soir la nouvelle selon laquelle l'Italien s'était vu interdir la piste... par sa femme. Casse en effet avait participé ces jours aux essais. Il fut même battu une fois par le Suisse Béguelin. Sa femme qui attend un enfant et qui a voulu accompagner son mari au Plateau-Rosa a été bouleversée par l'accident mortel du skieur suisse. « Je ne veux plus qu'AIessandro continue ce sport fou, a-telle dit .. Nous allons rentrer à la maison ». Casse était encore hier à Zermatt mais il ne prendra pas part aux dernières _rnnrses. Faut-il chercher les causes dans l'accident tragique de son ami suisse, dans les mises en garde de sa jeune femme qui lui parla de l'enfant qui allait naître ou dans d'éventuelles craintes de voir' _^ son titre de champion du monde lui échapper malgré sa participation ? Un peu de tout cela sans doute. M. F. ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1974-07-17-a-i0114;;fr;130 km/h à skis: un Américain bat le record du monde du kilomètre lanc[...];339;CH;EXP;EXP-1974-07-17-a;6;1;0.0;1974;False;1974-07-17T00:00:00Z;skieur américain Mac Kinney|Italien Alexandre Casse|M. Philippe Henchoz, président;;130 km / h à skis : un Américain bat le record du monde du kilomètre lancé De notre correspondant : Mardi en fonçant à près de 190 km / heure le skieur américain Mac Kinney a réalisé le nouveau record du monde de vitesse à ski, record du kilomètre lancé. Cela fait une semaine environ que les plus grands spécialistes du monde dans ce genre de compétition, Américains, Italiens, Autrichiens, Japonais, s'affrontaient. Ces courses ont lieu depuis quelques années au-dessus de Zermatt du côté de Testa Grigia. Des pistes de 40 mètres de large sont aménagées dans le secteur du Plateau-Rosa. Le record du monde était détenu jusqu'à hier par l'Italien Alexandre Casse, de Cervinia, qiu fit l'an passé 184 km à l'heure Casse entendait cette année défendre son titre mais finalement abandonna la lutte en cours de compétition. Sa décision fut prise le soir du drame qui coûta la vie au jeune skieur suisse Béguelin, de Fleurier, qui se tua à 130 km / heure en sortant de la piste. Dans une interview accordée à la ra-VALAIS dio à propos de ces records effarants, M. Philippe Henchoz, président de la Fédération suisse de ski a notamment déclaré : « A l'heure où tout est mis en œuvre par les skieurs suisses pour limiter les accidents au strict minimum, on peut bien entendu discuter du bien-fondé de telles courses. Ces concours de vitesse pure ne m'enthousiasment guère. D'ailleurs elles n'apportent pas grand-chose au ski. Je me demande d'ailleurs si toutes les mesures de sécurité sont réellement prises. Quoi qu'il en soit, en aucun cas nous empêcherons à nos membres de prendre part à ce genre d'exploits. La Fédération suisse de ski ne peut pas d'ailleurs intervenir pour interdire de telles courses qui demeurent du domaine acrobatique. La Fédération suisse de ski ne peut pas plus interdire ce genre de sport que l'Aéro-club suisse ne peut interdire le vol delta. Ce sont des sports parallèles qui permettent à l'homme de se surpasser certes, mais qui restent discutables. M. F. ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1974-08-23-a-i0017;;fr;! Mort dans une \ crevasse;34;CH;EXP;EXP-1974-08-23-a;1;1;0.0;1974;True;1974-08-23T00:00:00Z;;;! Mort dans une \ crevasse ? Un Jeune touriste belge de 16 ? ans a perdu la vie sur le plateau (Rosa, au-dessus de Zermatt, en basculant dans une crevasse. _? PAGE 23 ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
EXP-1974-08-23-a-i0390;;fr;Mort dans une crevasse;173;CH;EXP;EXP-1974-08-23-a;23;1;0.0;1974;False;1974-08-23T00:00:00Z;;;Mort dans une crevasse VALAIS (c) Un jeune touriste belge, âgé de 16 ans a perdu la vie dans des circonstances des plus pénibles sur le plateau Rosa au dessus de Zermatt. Le jeune homme a basculé dans une crevasse. Ce n'est que jeudi matin après une nuit de recherches et des efforts inouïs qu'on put l'extraire de sa prison de glace. L'accident s'est produit au milieu de l'après-midi de mercredi déjà. Au lieu d'alerter les hélicoptères valaisans qui sont équipés de treuils pour retirer les blessés, les sauveteurs ont voulu tenter eux-mêmes le sauvetage. « C'est inadmissible. C'est écœurant, nous dit un homme responsable du sauvetage aérien. Si on nous avait alerté tout de suite, je pense que nous aurions pu le sauver. Ce n'est que des heures après la chute, alors que l'orage sévissait, que la nuit allait tomber et qu'on no pouvait plus découler qu'on nous a alerté. C'était trop tard ». On craignait fort hier à Zermatt que le jeune homme soit mort gelé faute de secours suffisamment rapides. ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
